date,baseline_predicted_reported_min,baseline_predicted_reported_and_unreported_min,baseline_normal_bed_occupancy_min,baseline_icu_bed_occupancy_min,baseline_icu_ventilator_occupancy_min,baseline_normal_bed_requirement_min,baseline_icu_bed_requirement_min,baseline_icu_ventilator_requirement_min,baseline_death_natural_non_exposed_min,baseline_death_natural_exposed_min,baseline_death_treated_hospital_min,baseline_death_treated_icu_min,baseline_death_treated_ventilator_min,baseline_death_untreated_hospital_min,baseline_death_untreated_icu_min,baseline_death_untreated_ventilator_min,baseline_death_cum_mortality_min,baseline_death_deaths_from_covid_min,baseline_death_deaths_with_covid_min,baseline_predicted_reported_med,baseline_predicted_reported_and_unreported_med,baseline_normal_bed_occupancy_med,baseline_icu_bed_occupancy_med,baseline_icu_ventilator_occupancy_med,baseline_normal_bed_requirement_med,baseline_icu_bed_requirement_med,baseline_icu_ventilator_requirement_med,baseline_death_natural_non_exposed_med,baseline_death_natural_exposed_med,baseline_death_treated_hospital_med,baseline_death_treated_icu_med,baseline_death_treated_ventilator_med,baseline_death_untreated_hospital_med,baseline_death_untreated_icu_med,baseline_death_untreated_ventilator_med,baseline_death_cum_mortality_med,baseline_death_deaths_from_covid_med,baseline_death_deaths_with_covid_med,baseline_predicted_reported_max,baseline_predicted_reported_and_unreported_max,baseline_normal_bed_occupancy_max,baseline_icu_bed_occupancy_max,baseline_icu_ventilator_occupancy_max,baseline_normal_bed_requirement_max,baseline_icu_bed_requirement_max,baseline_icu_ventilator_requirement_max,baseline_death_natural_non_exposed_max,baseline_death_natural_exposed_max,baseline_death_treated_hospital_max,baseline_death_treated_icu_max,baseline_death_treated_ventilator_max,baseline_death_untreated_hospital_max,baseline_death_untreated_icu_max,baseline_death_untreated_ventilator_max,baseline_death_cum_mortality_max,baseline_death_deaths_from_covid_max,baseline_death_deaths_with_covid_max,hypothetical_predicted_reported_min,hypothetical_predicted_reported_and_unreported_min,hypothetical_normal_bed_occupancy_min,hypothetical_icu_bed_occupancy_min,hypothetical_icu_ventilator_occupancy_min,hypothetical_normal_bed_requirement_min,hypothetical_icu_bed_requirement_min,hypothetical_icu_ventilator_requirement_min,hypothetical_death_natural_non_exposed_min,hypothetical_death_natural_exposed_min,hypothetical_death_treated_hospital_min,hypothetical_death_treated_icu_min,hypothetical_death_treated_ventilator_min,hypothetical_death_untreated_hospital_min,hypothetical_death_untreated_icu_min,hypothetical_death_untreated_ventilator_min,hypothetical_death_cum_mortality_min,hypothetical_death_deaths_from_covid_min,hypothetical_death_deaths_with_covid_min,hypothetical_predicted_reported_med,hypothetical_predicted_reported_and_unreported_med,hypothetical_normal_bed_occupancy_med,hypothetical_icu_bed_occupancy_med,hypothetical_icu_ventilator_occupancy_med,hypothetical_normal_bed_requirement_med,hypothetical_icu_bed_requirement_med,hypothetical_icu_ventilator_requirement_med,hypothetical_death_natural_non_exposed_med,hypothetical_death_natural_exposed_med,hypothetical_death_treated_hospital_med,hypothetical_death_treated_icu_med,hypothetical_death_treated_ventilator_med,hypothetical_death_untreated_hospital_med,hypothetical_death_untreated_icu_med,hypothetical_death_untreated_ventilator_med,hypothetical_death_cum_mortality_med,hypothetical_death_deaths_from_covid_med,hypothetical_death_deaths_with_covid_med,hypothetical_predicted_reported_max,hypothetical_predicted_reported_and_unreported_max,hypothetical_normal_bed_occupancy_max,hypothetical_icu_bed_occupancy_max,hypothetical_icu_ventilator_occupancy_max,hypothetical_normal_bed_requirement_max,hypothetical_icu_bed_requirement_max,hypothetical_icu_ventilator_requirement_max,hypothetical_death_natural_non_exposed_max,hypothetical_death_natural_exposed_max,hypothetical_death_treated_hospital_max,hypothetical_death_treated_icu_max,hypothetical_death_treated_ventilator_max,hypothetical_death_untreated_hospital_max,hypothetical_death_untreated_icu_max,hypothetical_death_untreated_ventilator_max,hypothetical_death_cum_mortality_max,hypothetical_death_deaths_from_covid_max,hypothetical_death_deaths_with_covid_max,input_cases,input_deaths,seroprevalence,input_cumulative_death,interventions_baseline_si_vector,interventions_baseline_sd_vector,interventions_baseline_scr_vector,interventions_baseline_hw_vector,interventions_baseline_msk_vector,interventions_baseline_wah_vector,interventions_baseline_sc_vector,interventions_baseline_scp_vector,interventions_baseline_tb_vector,interventions_baseline_mt_vector,interventions_baseline_cte_vector,interventions_baseline_q_vector,interventions_hypothetical_si_vector,interventions_hypothetical_sd_vector,interventions_hypothetical_scr_vector,interventions_hypothetical_hw_vector,interventions_hypothetical_msk_vector,interventions_hypothetical_wah_vector,interventions_hypothetical_sc_vector,interventions_hypothetical_scp_vector,interventions_hypothetical_tb_vector,interventions_hypothetical_mt_vector,interventions_hypothetical_cte_vector,interventions_hypothetical_q_vector
10/6/20,12739,86976,6438,1685,2496,7151,1799,2767,1717855,59297,45683,14799,30546,1712,0,0,99202,100298,4411,23258,159228,10706,2882,3969,11902,3072,4407,1795800,122599,94830,30437,63117,3520,1,6,203929,207459,9108,35500,242842,16580,4471,5841,18400,4761,6496,1866977,193619,155892,50365,106540,5813,13,65,289035,344351,15201,11168,76017,5597,1536,2191,6220,1636,2436,1702064,60978,47153,15235,31124,1762,0,0,104055,103062,4518,22133,151854,10188,2816,3803,11322,2996,4224,1783517,133860,103578,32973,69479,3798,2,11,214020,226625,9738,36676,251806,16459,4431,5654,18250,4716,6299,1864979,207997,165630,52689,113494,6086,18,97,305284,364884,15800,42862,721,NA,210756,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/7/20,13243,90671,6541,1694,2493,7264,1809,2768,1724586,59839,45780,14834,30601,1716,0,0,99548,100508,4422,24209,166305,10985,2917,4001,12212,3113,4443,1802939,123699,94989,30496,63204,3527,1,6,204287,207800,9126,37051,255474,16986,4520,5869,18855,4817,6530,1874709,195112,156139,50458,106668,5823,13,65,289189,344871,15229,11491,78298,5692,1545,2194,6325,1646,2439,1708712,61556,47236,15267,31173,1766,0,0,104392,103245,4527,23239,159252,10449,2849,3819,11612,3034,4245,1790583,135028,103729,33031,69562,3804,2,11,214421,226952,9755,38488,264432,16907,4498,5718,18755,4793,6370,1872667,209571,165871,52781,113617,6096,18,97,305484,365393,15827,53017,996,NA,211752,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/8/20,13826,94722,6659,1708,2495,7396,1826,2773,1731316,60382,45878,14869,30656,1720,0,0,99900,100718,4432,25652,176674,11328,2966,4040,12593,3167,4488,1810077,124800,95150,30556,63291,3533,1,6,204642,208145,9144,38967,267092,17452,4582,5906,19377,4889,6575,1882439,196607,156389,50551,106794,5833,13,65,289343,345395,15257,11821,80608,5807,1560,2199,6451,1662,2444,1715358,62137,47321,15299,31221,1769,0,0,104736,103429,4536,24215,165863,10789,2889,3849,11986,3080,4280,1797646,136199,103883,33090,69645,3811,2,11,214824,227282,9773,40384,278036,17387,4579,5821,19303,4884,6482,1880351,211146,166116,52873,113741,6105,18,97,305691,365907,15854,56383,928,NA,212680,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/9/20,14431,98917,6798,1728,2503,7550,1848,2784,1738044,60927,45976,14904,30710,1724,0,0,100261,100928,4443,26977,185724,11731,3032,4092,13037,3240,4546,1817212,125905,95316,30616,63379,3540,1,6,205000,208495,9163,40574,279749,17961,4661,5973,19946,4977,6653,1890167,198103,156642,50644,106921,5843,13,65,289498,345924,15286,12158,82958,5941,1579,2209,6597,1684,2455,1722004,62720,47406,15331,31268,1773,0,0,105089,103614,4545,25196,172852,11122,2940,3881,12354,3136,4316,1804706,137372,104040,33149,69728,3817,2,11,215229,227615,9791,42637,293643,17989,4668,5955,19980,4985,6627,1888033,212723,166366,52966,113866,6115,18,97,305899,366430,15883,58962,915,NA,213595,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/10/20,15059,103267,6956,1753,2518,7726,1876,2801,1744771,61474,46075,14939,30765,1728,0,0,100627,101139,4454,28389,195154,12135,3106,4154,13482,3321,4617,1824344,127011,95485,30677,63466,3547,1,6,205362,208851,9183,42667,293267,18524,4747,6073,20571,5073,6766,1897892,199601,156900,50739,107049,5854,13,65,289653,346460,15317,12507,85396,6091,1606,2224,6761,1712,2472,1728648,63306,47492,15363,31316,1776,0,0,105452,103799,4555,26265,180254,11495,3003,3922,12772,3206,4364,1811764,138548,104200,33208,69810,3823,2,11,215638,227952,9809,44993,309941,18736,4775,6111,20808,5105,6795,1895711,214301,166623,53060,113993,6126,18,97,306107,366964,15914,51648,592,NA,214187,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/11/20,15653,107196,7131,1783,2541,7922,1909,2826,1751497,62023,46176,14974,30819,1732,0,0,100948,101352,4465,29940,206487,12543,3194,4226,13933,3416,4698,1831474,128120,95658,30740,63555,3554,1,6,205726,209212,9203,44924,308854,19143,4838,6199,21258,5175,6907,1905616,201100,157164,50833,107178,5864,13,65,289809,347004,15348,12960,88872,6265,1635,2244,6949,1744,2494,1735292,63894,47580,15395,31364,1780,0,0,105827,103987,4564,27368,187746,11899,3079,3998,13221,3289,4447,1818819,139727,104364,33268,69893,3830,2,11,216051,228295,9828,47455,326956,19545,4908,6274,21701,5252,6971,1903386,215880,166889,53156,114122,6136,18,97,306315,367510,15945,44783,419,NA,214606,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/12/20,16214,111066,7325,1819,2570,8137,1949,2858,1758221,62574,46278,15010,30873,1736,0,0,101242,101567,4477,31469,215782,12994,3287,4316,14435,3517,4799,1838601,129232,95835,30803,63644,3561,1,6,206089,209581,9224,47006,323216,19844,4941,6337,22036,5291,7062,1913337,202602,157434,50929,107308,5875,13,65,289967,347559,15381,13516,92701,6445,1658,2266,7146,1770,2519,1741934,64485,47669,15428,31411,1784,0,0,106214,104176,4574,28457,195140,12376,3155,4078,13746,3373,4536,1825872,140908,104533,33330,69977,3837,2,11,216470,228646,9848,50028,344711,20403,5058,6445,22638,5414,7161,1911058,217461,167165,53253,114252,6147,18,97,306524,368071,15978,48016,351,NA,214957,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/13/20,16792,115049,7535,1861,2607,8372,1995,2898,1764943,63127,46382,15046,30928,1740,0,0,101550,101785,4489,32665,224454,13504,3386,4433,15006,3626,4928,1845726,130346,96017,30868,63735,3568,1,6,206456,209957,9246,49674,342995,20660,5083,6484,22937,5445,7228,1921055,204105,157713,51027,107440,5886,13,65,290126,348126,15415,14096,96702,6648,1682,2294,7366,1796,2550,1748575,65079,47760,15461,31459,1787,0,0,106616,104368,4584,29563,202806,12874,3253,4183,14298,3480,4652,1832921,142092,104707,33392,70062,3844,2,11,216897,229005,9869,52712,363225,21234,5220,6636,23559,5590,7377,1918725,219043,167449,53352,114384,6158,18,97,306735,368645,16012,54394,826,NA,215783,66,95,0,50,85,0,0,0,100,0,75,0,66,95,0,50,85,0,0,0,100,0,75,0
10/14/20,17470,119725,7764,1910,2651,8628,2048,2947,1771664,63683,46489,15082,30983,1744,0,0,101872,102007,4502,34293,235776,14065,3490,4557,15629,3740,5065,1852848,131463,96205,30933,63827,3576,1,6,206833,210343,9269,53032,365699,21564,5242,6683,23934,5619,7448,1928769,205610,158000,51126,107574,5897,13,65,290289,348708,15450,14776,101394,6871,1708,2333,7610,1826,2592,1755215,65676,47854,15494,31507,1791,0,0,107033,104563,4595,30892,211992,13380,3351,4302,14859,3587,4782,1839967,143280,104887,33456,70150,3851,2,11,217332,229374,9890,55788,384462,22091,5401,6852,24522,5788,7619,1926389,220626,167742,53453,114518,6169,18,97,306948,369233,16048,59853,1009,NA,216792,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/15/20,18159,124471,8015,1965,2703,8907,2107,3005,1778383,64241,46598,15120,31038,1749,0,0,102206,102232,4514,36178,249322,14728,3607,4676,16364,3868,5198,1859966,132583,96400,31001,63921,3583,1,6,207222,210741,9293,56168,387282,22617,5425,6892,25088,5819,7678,1936481,207117,158298,51229,107711,5909,13,65,290454,349308,15487,15376,105257,7104,1742,2375,7865,1864,2639,1761853,66276,47950,15527,31556,1795,0,0,107469,104761,4606,32251,221354,13902,3461,4439,15439,3706,4934,1847011,144470,105072,33521,70239,3858,2,11,217776,229753,9912,58964,406373,23071,5621,7137,25623,6027,7933,1934047,222211,168044,53557,114657,6181,18,97,307158,369841,16086,65353,793,NA,217585,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/16/20,18863,129318,8281,2026,2759,9204,2173,3067,1785100,64801,46710,15158,31094,1753,0,0,102541,102462,4528,38115,262846,15443,3750,4809,17152,4022,5347,1867081,133706,96603,31070,64017,3591,1,6,207617,211152,9318,59417,409693,23702,5627,7121,26284,6038,7930,1944189,208626,158607,51333,107851,5921,13,65,290622,349927,15526,15917,108982,7343,1784,2419,8130,1909,2686,1768489,66880,48048,15562,31605,1799,0,0,107924,104964,4617,33645,230940,14473,3580,4565,16067,3834,5075,1854051,145663,105265,33587,70330,3866,2,11,218237,230144,9936,62255,429062,24238,5845,7441,26918,6272,8267,1941702,223798,168359,53664,114800,6193,18,97,307369,370472,16126,70463,891,NA,218476,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/17/20,19586,134286,8565,2092,2821,9520,2244,3136,1791816,65364,46824,15197,31151,1758,0,0,102894,102698,4541,40352,278272,16088,3913,4964,17870,4197,5520,1874193,134832,96812,31143,64114,3599,1,6,208021,211575,9344,62800,433008,24778,5840,7369,27480,6270,8205,1951893,210136,158927,51441,107995,5933,13,65,290794,350564,15566,16471,112785,7593,1832,2466,8407,1961,2738,1775124,67488,48150,15596,31654,1803,0,0,108401,105172,4628,35077,240788,15081,3701,4689,16737,3964,5215,1861087,146860,105465,33656,70424,3873,2,11,218711,230547,9960,65672,452598,25506,6086,7764,28324,6535,8619,1949351,225386,168689,53774,114949,6206,18,97,307581,371129,16168,52761,678,NA,219154,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/18/20,20329,139390,8864,2164,2887,9852,2321,3211,1798529,65930,46942,15237,31209,1763,0,0,103266,102939,4555,42746,293445,16805,4088,5137,18671,4385,5715,1881300,135960,97030,31217,64214,3608,1,6,208437,212013,9372,66315,457152,26123,6063,7638,28958,6514,8503,1959594,211649,159264,51551,108143,5946,13,65,290970,351227,15609,17038,116677,7853,1886,2516,8693,2020,2793,1781757,68099,48255,15632,31705,1807,0,0,108900,105385,4640,36552,250920,15734,3826,4836,17457,4101,5381,1868120,148059,105673,33726,70519,3881,2,11,219197,230964,9985,69220,477027,26808,6364,8102,29775,6837,8989,1956994,226976,169034,53889,115104,6219,18,97,307796,371813,16211,47882,387,NA,219541,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/19/20,21128,144856,9177,2241,2960,10201,2404,3292,1805241,66500,47064,15278,31268,1767,0,0,103659,103187,4570,44475,305653,17672,4252,5341,19632,4564,5942,1888404,137092,97259,31294,64317,3617,1,6,208866,212469,9400,69935,482072,27420,6323,7916,30393,6797,8814,1967289,213164,159616,51665,108295,5960,13,65,291150,351916,15654,17619,120667,8127,1942,2571,8993,2080,2855,1788388,68714,48363,15669,31757,1811,0,0,109425,105603,4653,38072,261352,16388,3963,5010,18179,4248,5574,1875149,149262,105889,33799,70617,3890,2,11,219698,231396,10011,72905,502379,28220,6665,8454,31345,7163,9380,1964632,228569,169395,54009,115265,6233,18,97,308020,372528,16258,65440,517,NA,220058,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/20/20,21963,150592,9504,2321,3039,10566,2491,3380,1811950,67072,47189,15321,31328,1772,0,0,104075,103441,4585,46350,318533,18551,4422,5591,20612,4750,6214,1895504,138227,97498,31374,64425,3626,1,6,209310,212945,9430,73699,507978,28834,6601,8246,31960,7099,9181,1974980,214681,159985,51783,108453,5974,13,65,291336,352635,15701,18216,124760,8413,1995,2631,9305,2137,2922,1795017,69334,48474,15705,31809,1815,0,0,109977,105827,4665,39638,272098,17053,4113,5182,18914,4410,5765,1882175,150468,106113,33873,70718,3898,2,11,220214,231841,10038,76715,528532,29717,6988,8825,33008,7513,9794,1972264,230163,169773,54134,115433,6248,18,97,308252,373276,16306,60594,929,NA,220987,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/21/20,22826,156512,9846,2405,3123,10946,2581,3473,1818657,67648,47318,15365,31389,1778,0,0,104516,103703,4601,48284,331820,19433,4601,5819,21602,4947,6466,1902599,139366,97749,31456,64536,3636,1,6,209777,213440,9462,77611,534882,30303,6915,8606,33596,7439,9581,1982666,216201,160372,51905,108616,5988,13,65,291526,353385,15751,18829,128961,8704,2053,2699,9628,2200,2998,1801643,69958,48590,15743,31863,1819,0,0,110557,106057,4679,41404,284566,17744,4278,5376,19678,4586,5976,1889196,151678,106345,33951,70823,3907,2,11,220747,232303,10066,80655,555613,31296,7323,9217,34763,7875,10230,1979890,231760,170171,54264,115608,6263,18,97,308490,374059,16357,64237,1208,NA,222195,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/22/20,23717,162620,10207,2491,3214,11348,2673,3574,1825362,68228,47452,15410,31452,1783,0,0,104982,103973,4617,50436,347254,20331,4795,6053,22607,5157,6725,1909689,140508,98011,31541,64651,3646,1,6,210271,213955,9495,81670,562241,31787,7285,8998,35261,7838,10016,1990346,217722,160778,52035,108787,6003,13,65,291722,354170,15803,19458,133274,8987,2116,2774,9945,2269,3083,1808268,70587,48709,15782,31918,1824,0,0,111168,106294,4692,43317,297697,18450,4434,5559,20462,4755,6181,1896214,152892,106585,34032,70930,3916,2,11,221296,232779,10095,84732,583588,32953,7661,9641,36604,8243,10703,1987508,233359,170589,54399,115790,6279,18,97,308733,374878,16411,75128,828,NA,223023,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/23/20,24636,168922,10604,2581,3308,11788,2770,3679,1832065,68812,47590,15457,31517,1788,0,0,105477,104252,4634,52903,364214,21261,5044,6318,23636,5422,7021,1916774,141654,98284,31631,64769,3657,1,6,210786,214492,9529,85400,587642,33300,7630,9415,36967,8214,10477,1998019,219246,161202,52169,108964,6019,13,65,291924,354989,15858,20104,137701,9276,2191,2857,10271,2350,3173,1814891,71221,48831,15821,31975,1828,0,0,111812,106536,4707,45216,310380,19192,4596,5749,21283,4929,6393,1903228,154109,106833,34115,71041,3926,2,11,221865,233272,10126,88636,609653,34680,8015,10083,38523,8627,11195,1995119,234961,171028,54540,115980,6296,18,97,308984,375736,16467,85297,930,NA,223953,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/24/20,25585,175424,10994,2675,3409,12222,2871,3791,1838765,69400,47734,15506,31583,1794,0,0,106001,104540,4652,55463,381804,22251,5305,6613,24732,5700,7349,1923854,142804,98569,31725,64893,3668,1,6,211326,215052,9565,89203,613719,34868,8017,9845,38736,8633,10954,2005685,220773,161645,52309,109148,6036,13,65,292133,355844,15916,20768,142246,9572,2268,2936,10602,2432,3260,1821511,71860,48957,15862,32032,1833,0,0,112491,106786,4721,47035,322848,19977,4771,5953,22154,5118,6619,1910238,155330,107091,34201,71154,3936,2,11,222454,233781,10157,92520,636228,36445,8399,10521,40489,9044,11688,2002723,236564,171489,54686,116178,6314,18,97,309242,376633,16526,78581,872,NA,224825,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/25/20,26563,182129,11390,2770,3517,12665,2973,3911,1845462,69992,47882,15556,31650,1800,0,0,106558,104837,4670,58116,400030,23313,5554,6931,25910,5968,7702,1930928,143958,98867,31824,65021,3679,1,6,211890,215638,9603,93102,640448,36506,8431,10294,40583,9080,11460,2013343,222302,162108,52456,109339,6054,13,65,292347,356738,15976,21449,146908,9880,2348,3011,10944,2517,3343,1828129,72505,49086,15905,32090,1838,0,0,113207,107042,4736,48915,335881,20796,4957,6180,23062,5318,6869,1917245,156555,107359,34289,71272,3946,2,11,223063,234309,10190,96480,663354,38232,8815,10971,42485,9493,12195,2010318,238171,171973,54840,116383,6332,18,97,309507,377571,16588,59715,339,NA,225164,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/26/20,27524,188512,11796,2864,3629,13119,3075,4036,1852157,70590,48035,15607,31720,1806,0,0,107148,105143,4689,60863,418898,24356,5798,7267,27083,6232,8074,1937996,145117,99177,31926,65156,3691,1,6,212482,216247,9643,97093,667799,38204,8862,10768,42493,9545,11993,2020994,223834,162592,52611,109539,6073,13,65,292569,357673,16040,22148,151691,10198,2431,3086,11297,2606,3428,1834745,73156,49219,15949,32150,1843,0,0,113961,107306,4752,50905,349516,21646,5149,6415,24010,5526,7128,1924246,157784,107637,34381,71394,3957,2,11,223694,234857,10224,100526,691067,40069,9255,11439,44540,9967,12723,2017905,239779,172480,55001,116595,6351,18,97,309778,378553,16654,74631,537,NA,225701,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/27/20,28412,194589,12219,2960,3748,13591,3179,4168,1858849,71192,48193,15660,31792,1812,0,0,107774,105459,4709,63538,436662,25500,6048,7595,28366,6504,8433,1945058,146281,99501,32032,65296,3704,1,6,213099,216883,9684,101172,695736,40147,9310,11258,44654,10028,12546,2028635,225369,163103,52772,109747,6092,13,65,292799,358654,16106,22865,156598,10528,2519,3167,11662,2699,3520,1841358,73813,49357,15994,32210,1848,0,0,114757,107577,4768,52951,363536,22539,5353,6662,25003,5745,7400,1931244,159017,107926,34476,71521,3968,2,11,224349,235426,10260,104655,719171,41967,9717,11926,46660,10465,13274,2025483,241391,173013,55169,116816,6372,18,97,310059,379580,16722,74387,983,NA,226684,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/28/20,29321,200808,12654,3061,3872,14078,3288,4306,1865538,71800,48357,15715,31865,1818,0,0,108439,105785,4729,66161,454640,26650,6334,7944,29642,6811,8815,1952114,147449,99838,32142,65443,3717,1,6,213742,217547,9727,105333,724220,42011,9782,11776,46739,10536,13130,2036265,226907,163636,52942,109964,6112,13,65,293035,359682,16176,23600,161626,10868,2605,3261,12039,2792,3625,1847968,74477,49498,16041,32272,1854,0,0,115596,107856,4785,55054,377941,23492,5570,6917,26058,5979,7682,1938236,160255,108227,34575,71652,3979,2,11,225027,236017,10297,108818,748315,43899,10191,12444,48819,10974,13857,2033051,243005,173570,55346,117045,6393,18,98,310347,380655,16794,81885,1018,NA,227702,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/29/20,30251,207171,13102,3166,4003,14579,3401,4451,1872223,72414,48526,15772,31942,1825,0,0,109144,106122,4750,68854,473093,27916,6659,8289,31036,7156,9198,1959164,148622,100191,32259,65597,3731,1,6,214411,218241,9772,109569,753203,43904,10266,12328,48861,11056,13749,2043885,228447,164194,53121,110191,6134,13,65,293280,360756,16248,24353,166780,11220,2686,3372,12429,2878,3748,1854576,75148,49644,16090,32337,1859,0,0,116481,108144,4802,57213,392724,24496,5788,7181,27169,6214,7975,1945222,161497,108540,34677,71787,3991,2,11,225733,236630,10335,113243,778244,45855,10675,13000,51007,11496,14481,2040609,244622,174154,55531,117285,6415,18,99,310645,381779,16868,90657,1004,NA,228706,66,90,0,50,85,0,0,0,100,0,75,0,66,90,0,50,85,0,0,0,100,0,75,0
10/30/20,32511,222635,13615,3281,4147,15151,3526,4612,1878905,73035,48702,15830,32020,1832,0,0,109892,106471,4772,74816,513990,29375,6989,8673,32644,7510,9629,1966206,149801,100562,32382,65758,3745,1,6,215105,218971,9819,119697,826134,46051,10797,12947,51260,11627,14441,2051491,229991,164778,53308,110429,6157,13,65,293534,361883,16326,26193,179374,11626,2774,3496,12879,2974,3883,1861180,75827,49796,16140,32404,1865,0,0,117414,108442,4820,62031,425749,25633,6033,7473,28428,6478,8300,1952202,162743,108868,34784,71927,4003,2,11,226464,237269,10376,122616,842456,47982,11203,13615,53391,12065,15171,2048154,246242,174764,55725,117536,6439,18,99,310953,382957,16949,99868,968,NA,229674,66,90,0,50,0,0,0,0,100,0,75,0,66,90,0,50,0,0,0,0,100,0,75,0
10/31/20,34682,237488,14232,3416,4310,15839,3672,4794,1885583,73663,48885,15891,32102,1839,0,0,110692,106835,4796,80639,553913,31130,7338,9114,34584,7888,10123,1973239,150986,100955,32511,65929,3760,1,6,215815,219743,9870,131420,906843,48633,11396,13653,54137,12273,15229,2059084,231538,165394,53507,110679,6180,13,66,293797,363071,16409,27964,191495,12121,2879,3627,13427,3087,4028,1867781,76513,49953,16192,32473,1871,0,0,118405,108752,4839,66580,456579,26969,6322,7812,29909,6790,8676,1959174,163993,109212,34895,72074,4016,2,11,227220,237939,10420,133795,923876,50479,11806,14326,56186,12716,15965,2055686,247865,175406,55930,117801,6464,18,99,311272,384197,17034,84210,838,NA,230512,66,90,0,50,0,0,0,0,100,0,75,0,66,90,0,50,0,0,0,0,100,0,75,0
11/1/20,35632,244181,14887,3560,4482,16569,3828,4986,1892257,74299,49076,15954,32186,1847,0,0,111551,107214,4820,83470,573282,33002,7694,9551,36654,8276,10610,1980265,152177,101372,32645,66107,3776,1,6,216553,220556,9924,137428,944438,51409,12017,14413,57222,12943,16076,2066663,233088,166043,53716,110942,6206,13,66,294075,364324,16495,28736,196766,12647,2990,3760,14011,3208,4176,1874379,77208,50117,16245,32544,1877,0,0,119461,109074,4859,68962,473207,28372,6635,8172,31467,7129,9077,1966139,165248,109574,35012,72226,4030,2,11,228010,238642,10465,140763,971784,53207,12443,15064,59231,13402,16790,2063205,249491,176082,56147,118079,6490,18,99,311584,385504,17125,74195,428,NA,230940,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/2/20,36690,251174,15526,3706,4657,17281,3986,5182,1898927,74943,49276,16020,32274,1855,0,0,112471,107608,4845,86598,594674,34832,8078,9984,38679,8691,11093,1987284,153374,101812,32787,66294,3793,1,6,217342,221411,9980,142432,978600,54174,12639,15186,60290,13613,16936,2074229,234641,166726,53935,111218,6232,13,66,294369,365641,16586,29604,202700,13164,3103,3894,14583,3329,4324,1880973,77912,50288,16301,32618,1883,0,0,120586,109408,4879,71459,490280,29718,6954,8552,32968,7471,9499,1973098,166508,109954,35134,72386,4044,2,11,228833,239379,10513,147748,1015826,56053,13080,15828,62391,14089,17642,2070711,251120,176792,56375,118371,6517,18,99,311901,386877,17219,94013,540,NA,231480,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/3/20,37823,258915,16155,3856,4837,17982,4147,5382,1905592,75596,49484,16088,32366,1863,0,0,113453,108019,4872,89942,617551,36640,8484,10439,40683,9128,11598,1994294,154578,102276,32936,66488,3810,1,6,218168,222310,10038,147665,1014140,56975,13266,16002,63412,14292,17839,2081781,236199,167443,54166,111509,6260,13,66,294674,367023,16681,30544,209128,13679,3217,4031,15154,3452,4476,1887563,78625,50465,16358,32695,1890,0,0,121779,109754,4901,74139,508600,31109,7277,8935,34514,7819,9924,1980049,167773,110352,35262,72552,4059,2,11,229697,240149,10563,153773,1056985,59031,13754,16603,65674,14813,18506,2078203,252753,177538,56615,118676,6546,18,99,312223,388317,17318,92416,1130,NA,232610,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
